Longitude,latitude,elevation,slope,aspect_degrees,aspect_cardinal
-107.2125075,38.9998765,3310.0,27.08262336119802,116.4130733385141,SE
-106.2951208,39.5957259,3387.0,20.934547421153624,92.96486130916021,E
-105.9074093,39.5412777,3720.0,21.02243477204268,200.87464682645003,S
-106.384196,38.6258924,3793.0,29.40594269327114,71.85687775121431,E
-107.7468242,37.8801671,3821.0,33.084090299089496,182.91532211664253,S
-106.879921,39.1162481,3595.0,27.313136735392288,75.18788107358615,E
-106.3811275,38.6222347,3814.0,24.003544973528832,64.65382405805332,NE
-106.2526963,39.5763533,3122.0,30.206240402854675,87.00295741971631,E
-106.1894093,39.44586,3738.0,25.219695344788292,140.5023404261825,SE
-105.9789518,39.6409722,3460.0,21.98724145806151,206.66167128703017,SW
-106.1943594,39.4526439,3889.0,26.862654358649174,88.79576157117008,E
-105.9646543,39.641325,3665.0,17.80984218796348,180.27154194568453,S
-106.1920908,39.450535,3833.0,24.701681725486736,73.48218574704043,E
-106.190497,39.446989,3801.0,25.428475590614557,43.44484049493283,NE
-105.799597,39.8158644,3684.0,23.380706104241675,105.75117366345303,E
-105.7917864,39.8010044,3605.0,34.85497394689948,133.4039361420243,SE
-105.8060963,39.7846273,3627.0,29.71695628647233,144.78240703180728,SE
-105.8758591,39.7073064,3748.0,34.48954825647624,155.36681214044467,SE
-105.6547692,40.3054933,3080.0,19.689531378668985,65.51552487307646,NE
-105.8576068,39.6476487,3714.0,37.23567773628675,215.3775595888311,SW
-105.8083578,39.7920523,3720.0,31.039908004369817,80.9670303010289,E
-106.3053541,39.6917592,3544.0,21.645729998723414,80.50152903998017,E
-106.3074629,39.6919264,3590.0,19.182690059549547,229.61635209355103,SW
-105.7868568,39.8251113,3522.0,25.44489579080281,76.09731288577944,E
-105.7887654,39.8214643,3653.0,18.501616003682805,73.05077576617856,E
-106.3075487,39.691806,3590.0,19.18267657362901,229.61635209355103,SW
-107.6652408,37.9194482,3694.0,20.420431663998055,280.4914770123316,W
-107.1964468,39.0468216,3165.0,29.77831853613551,290.64493093715845,W
-106.3304539,39.6774881,3652.0,26.538877104812375,175.62809341737812,S
-106.9489763,39.1649498,3638.0,31.14156402549484,126.00620760124444,SE
-105.8617472,39.6500593,3579.0,18.505485726763723,246.1169046644634,SW
-107.8208395,37.8765943,3935.0,34.79477466249496,200.55604521958347,S
-107.85272,37.8458784,3631.0,34.17434598020243,38.87811463606744,NE
-107.8410527,37.7987984,3660.0,32.03971368964634,241.4005397156453,SW
-107.9016056,37.8467572,3557.0,17.69952247669159,51.129080764968016,NE
-107.7606767,37.9270446,3601.0,35.25213077092269,221.19741419292944,SW
-107.662101,37.9126916,3723.0,28.15389789588308,47.28149376912547,NE
-107.7222028,37.917811,3802.0,15.4305288939433,87.18444331578877,E
-107.7358645,37.9132499,3981.0,21.52112004727034,136.85759037032025,SE
-106.8804809,39.123442,3719.0,6.5928140571865255,23.198590513648185,NE
-107.7373038,37.864201,3567.0,26.17943597807015,113.65952811176072,SE
-106.3528979,38.5866752,3801.0,26.23765866043003,82.41697613632188,E
-107.040945,38.887166,3602.0,23.784237783189518,85.6617332085718,E
-106.2605042,39.3718923,3861.0,11.75087492607974,58.74904898341931,NE
-106.2532304,39.3470135,3897.0,19.196904887056892,38.62075183238685,NE
-107.7404027,37.8639533,3693.0,26.95822186206932,98.51398792975034,E
-107.8337439,37.8851174,3685.0,44.03598643600669,273.1253711736232,W
-105.8926974,39.6937444,3644.0,22.297805092775036,121.32869286780416,SE
-107.2141123,39.0234254,3300.0,11.212080225164677,121.86597769360368,SE
-106.1575026,39.4675073,3743.0,22.768648372842367,154.45632129149908,SE
-105.898157,40.5118233,3425.0,21.66847141941933,173.80609503284902,S
-107.1916837,39.0486014,3219.0,26.10753474207284,61.531081003405674,NE
-107.7256774,37.9132245,3928.0,15.535190025248117,184.35107795157387,S
-107.099484,38.971062,3697.0,32.717307000920634,98.55082481539993,E
-106.1986138,39.5431991,3600.0,24.469154225268806,141.78897457443878,SE
-107.032536,38.898089,3284.0,33.15428958737927,32.87898454741424,NE
-106.4023245,39.3776582,3684.0,23.826078646057773,120.62553271869467,SE
-106.321148,38.5622604,3353.0,29.40912165593382,48.6983843716019,NE
-106.7171373,40.5515886,3291.0,7.86540165869215,328.6005425166587,NW
-107.6866579,37.8824459,3624.0,25.764237200379732,65.67442476087389,NE
-107.051834,38.98249,3666.0,29.75130684669681,164.9315118405078,S
-107.110879,38.954204,3749.0,22.531376420460607,125.78107386189255,SE
-107.003059,39.040379,3839.0,35.30065521352521,213.11134196037204,SW
-107.079703,39.012515,3811.0,28.582133515617755,127.763077974032,SE
-107.088418,39.030905,3643.0,36.681428645765266,110.50142580856625,E
-107.050607,38.886337,3765.0,6.345928816346031,109.9164059938091,E
-107.128887,38.89639,3800.0,15.88431057011203,236.73308415641225,SW
-107.116723,38.899095,3402.0,16.589697509300485,135.41219274140232,SE
-107.08716,39.033703,3732.0,32.98132694260747,138.41094495535572,SE
-107.042841,39.042159,3760.0,17.038239950039223,238.35534096290743,SW
-107.04443,38.987214,3774.0,22.417519330097083,131.42366562500266,SE
-107.097501,38.904278,3601.0,29.953355307752783,62.08706154272342,NE
-107.041039,38.888908,3596.0,22.993406286871068,81.58052748240343,E
-107.048476,38.881147,3555.0,21.2498457565103,99.64584425661198,E
-107.084084,39.011323,3877.0,16.710527507268505,299.67308211207785,NW
-107.6379991,37.9099126,3493.0,19.90038308867677,247.4901780271128,SW
-107.118042,39.1024496,3735.0,28.132757805720303,222.9299693469589,SW
-107.102837,38.992881,3849.0,29.45897014561678,56.60856748866696,NE
-107.1274386,39.1010009,3644.0,35.57271071889393,218.28012011092383,SW
-107.064928,38.89295,3539.0,9.254220966601475,350.36246188706906,N
-107.036212,38.936015,3293.0,26.172681468948884,267.8789036033386,W
-107.049808,38.889875,3613.0,26.041715298263878,8.38139802136493,N
-107.0384,38.900609,3079.0,26.064717173971022,42.48863673283692,NE
-107.106175,38.970633,3751.0,27.811978811775095,150.5615103253285,SE
-107.0567023,39.0457183,3389.0,14.394345879556429,237.0613094570445,SW
-107.047004,38.88836,3634.0,29.4284706825097,12.094757077012105,N
-107.049233,38.888857,3627.0,37.83525219372912,29.9667418706117,NE
-107.048593,38.891998,3521.0,24.0252868969556,66.13639905203914,NE
-107.119927,38.818834,3681.0,12.678701000652941,43.9087837747374,NE
-107.1514265,39.0503555,3549.0,35.626316842818085,46.029154804305975,NE
-107.033529,38.899483,3265.0,29.459673526740858,10.04360042446362,N
-107.086074,38.982824,3578.0,33.94049986106877,31.362252436938633,NE
-106.7758716,39.0414548,3730.0,23.448490465783077,160.17096003704137,S
-106.9640281,39.1570077,3755.0,28.594912760135543,116.63640329400715,SE
-106.9656297,39.1555388,3859.0,22.390716868267287,93.16812037559377,E
-106.5090035,39.5523631,3625.0,25.980574657802716,117.52522574374433,SE
-106.9909567,39.1433894,3787.0,31.59032320685134,116.69153172110529,SE
-106.5110205,39.5500666,3658.0,24.11555874194157,100.77518739228351,E
-107.6931814,37.7060075,3789.0,32.249284770380804,309.1932730944684,NW
-106.7854012,39.0446319,3456.0,27.559480607044534,251.3544058779226,W
-106.5114067,39.5475252,3682.0,18.978055026284704,90.50702906091477,E
-107.032628,38.895776,3411.0,30.263681981788995,36.12583844295531,NE
-106.790426,38.950747,3751.0,3.211593621893273,88.45184230102203,E
-107.70628,37.88304,3513.0,7.915731955175396,320.2738959573518,NW
-107.1976152,39.0571459,3135.0,28.310742650488166,20.782658854713944,N
-106.146162,39.6469151,3525.0,33.59667837263444,58.495733280795804,NE
-107.6886509,37.8996899,3820.0,31.354468717815397,134.19871266989298,SE
-107.6368232,37.9045205,3732.0,24.286560739867724,278.833414651219,W
-107.6414456,37.9142637,3637.0,29.02611966309015,167.77487732426425,S
-107.6423495,37.8986265,3433.0,34.61400079342924,280.18182234109133,W
-107.066703,38.934142,3235.0,33.211721576758755,59.991842993652,NE
-106.2432111,39.3642184,3688.0,16.24004450618096,160.8087151842522,S
-107.6906613,37.8864894,3795.0,22.10804311162092,25.70995378081126,NE
-107.6925195,37.8830003,3792.0,19.304674254499893,58.36021844476448,NE
-107.6368142,37.9035525,3722.0,26.222000274332572,262.26640190097714,W
-107.7200547,37.915506,3701.0,21.48624516639057,106.90927181054079,E
-107.1493403,39.0858036,3190.0,25.557315613731753,83.25830270645575,E
-107.839439,37.880835,3665.0,37.430388988117,23.790773865777197,NE
-107.6946953,37.8902996,3744.0,5.4050813856096065,76.18497465873838,E
-107.6885954,37.9023074,3849.0,35.619287766824804,22.62913161131287,NE
-107.6748592,37.8957203,3684.0,25.761870196252335,193.9061245859895,S
-107.1952857,39.0547825,3185.0,28.206484845908086,44.54164354199956,NE
-107.047132,38.913903,3192.0,32.78643400784969,59.45242825109298,NE
-107.032836,38.896503,3366.0,31.812696564320962,41.83115029002684,NE
-107.027075,38.895609,3222.0,34.74358192025337,34.315087599997284,NE
-107.043574,38.916788,2918.0,25.721385622393278,53.95937290717232,NE
-107.6775402,37.8869183,3356.0,26.029371520153695,63.830085865429496,NE
-107.6765901,37.8863648,3319.0,16.361642783160637,73.61045966596521,E
-107.017994,38.961748,3590.0,30.787238939637962,274.0856167799749,W
-106.7228686,40.7834894,2570.0,6.4772142743219385,181.54815769897795,S
-107.7094959,37.8862979,3466.0,13.189140019641984,252.030860259843,W
-107.9188092,37.8222381,3558.0,31.424135207630904,166.75139545392062,S
-107.056146,38.9857669,3605.0,25.221936445093373,273.6913859864513,W
-106.3504817,38.5774294,3906.0,24.71611447893432,42.6029714699404,NE
-107.0185588,39.0150552,3741.0,23.108779370434263,194.82647997035568,S
-107.0083597,38.9527851,3726.0,28.323167165569217,138.19247261293202,SE
-107.1493699,39.0990599,3620.0,34.78424492242216,190.5735234185609,S
-107.088993,38.894807,3624.0,18.749349573732715,174.6202984008746,S
-107.1922785,39.0361082,3375.0,21.87924668902973,85.66768601681149,E
-106.4021918,38.5837799,3797.0,12.562840173893894,113.60710964801856,SE
-107.7309131,37.8915439,3704.0,26.45844140419172,57.608606793366235,NE
-107.117675,38.892542,3356.0,19.127865860164405,122.50959428209082,SE
-107.1929549,39.0383947,3429.0,8.80135696019856,87.75425743410493,E
-106.3537563,38.5469886,3773.0,13.096187397320337,218.13630808537295,SW
-107.7148198,37.8976483,3410.0,13.897940423226041,132.03906386583625,SE
-107.030989,38.839632,3442.0,43.62154705473459,4.650184849886259,N
-107.036975,38.83935,3627.0,30.565119860112613,41.04766341788424,NE
-107.005036,38.955939,3512.0,38.93182936115755,112.85973327466598,SE
-107.047162,38.986443,3811.0,17.44131679903513,124.38034472384487,SE
-107.00979,38.955305,3803.0,12.148349715835797,129.85723544211575,SE
-107.028337,38.896791,3212.0,34.202074817993655,19.404601450186874,N
-107.0543435,38.9845483,3630.0,32.19616623876875,234.01320435564273,SW
-107.2291694,39.0047014,3433.0,31.923194952190574,37.4835582837305,NE
-106.2261362,39.1797649,3660.0,2.921419643055641,210.37912601136833,SW
-106.4091441,38.5759639,3736.0,17.114140854926873,146.62216796356958,SE
-107.2824854,39.0730601,3331.0,21.913152807410437,78.69006752597979,E
-107.087259,39.035379,3803.0,24.226435290542415,125.6723854893324,SE
-107.6858549,37.8777306,3704.0,27.761593631318554,101.88865803962798,E
-107.065925,38.927416,3429.0,17.087252501221542,53.017093073655325,NE
-107.129364,38.888533,3492.0,27.472620054083627,98.88581489418608,E
-107.120819,38.905408,3690.0,39.92887773759459,160.3182608262441,S
-107.084977,39.010246,3789.0,32.95722472941387,175.16958004171005,S
-107.6740747,37.8842333,3275.0,27.240610419946634,53.56593077299165,NE
-107.2744345,39.0704375,3385.0,36.94433125404739,318.107292377941,NW
-107.083919,38.980137,3669.0,23.169485719887494,87.56335175318986,E
-107.102225,38.995544,3843.0,11.228729321684133,18.71173787509977,N
-107.086916,38.915192,3636.0,21.378317999537188,120.7354877019201,SE
-107.123747,38.908299,3870.0,32.79000909161648,68.3237449225293,E
-107.103973,38.820821,3432.0,30.15365586329788,137.1132765823913,SE
-106.9870705,39.1566734,3514.0,34.58429456691684,57.954503067189556,NE
-107.081509,38.944351,3492.0,34.001946532716396,63.7228648894791,NE
-107.069286,38.972975,3105.0,35.00017144623363,68.26770481005696,E
-107.087131,38.981397,3686.0,27.68018385135409,35.11412799749668,NE
-106.847911,39.0585046,3914.0,30.793498029326358,139.33543008584022,SE
-106.9997863,39.1608652,3827.0,32.1709337357664,55.61965527615513,NE
-107.1419715,39.0356839,3790.0,37.469321685038764,18.5783672455712,N
-107.1941859,39.0534787,3244.0,27.16858804316193,9.18391925084434,N
-106.9935167,39.1418824,3856.0,34.88819955051717,125.0737544933483,SE
-107.06639,38.927914,3442.0,11.755876933499021,236.88865803962798,SW
-107.1092312,39.1026016,3751.0,34.23980711858453,182.81137359452651,S
-107.1946572,39.0539891,3218.0,21.05011566344633,28.48429741104689,NE
-107.1886275,39.0337637,3348.0,26.26497282960815,357.3574547059353,N
-107.1802031,39.0378445,3014.0,28.252019388037898,41.338064424480194,NE
-107.1754634,39.0548519,2658.0,21.66892621428974,81.4367844523209,E
-107.1877263,39.0327887,3376.0,24.311614237991037,52.09127325532759,NE
-107.1913867,39.0506692,3202.0,27.5837689255565,75.8830583044304,E
-107.1812031,39.0362045,3080.0,23.047079559975465,74.27907221417723,E
-107.8979221,37.8508041,3381.0,27.378997370056815,26.788570639438568,NE
-105.6877099,39.9082438,3565.0,31.063876701866434,101.53752126517027,E
-105.9255441,40.5905901,3741.0,21.854426499717462,108.71173787509977,E
-105.6717883,39.910795,3264.0,18.26261952934293,106.92751306414704,E
-105.9490609,39.6460033,3641.0,25.707003580807786,156.51588470949514,SE
-105.9440149,39.6546094,3617.0,14.00174492368116,98.42696902148067,E
-105.946486,39.6478683,3688.0,29.745358650222343,157.6032574761829,S
-105.7801113,39.79981,3513.0,23.02715858075202,78.20657031508952,E
-106.5756715,39.0690216,3803.0,29.991449428436912,94.976264214307,E
-106.1422493,39.6148151,3831.0,25.167130890080216,107.73052801154194,E
-105.9473014,39.64767,3706.0,30.266380579725745,164.87599269168945,S
-106.559768,39.0867127,3737.0,19.56093431557899,102.07766916236423,E
-106.5514236,39.0691813,3711.0,14.059669398374226,88.26429541107161,E
-105.851317,39.5872602,3654.0,10.372884532143825,176.18592516570965,S
-105.8541494,39.6102173,3624.0,33.211440413375186,158.44598007952115,S
-106.2299093,39.4255227,3721.0,15.68753338591244,109.61209370890407,E
-105.8822649,39.6597367,3726.0,14.180408611263335,74.6237487511738,E
-107.640466,37.7973291,3747.0,40.78383527926907,23.881276017608997,NE
-107.6240359,37.7894261,4005.0,9.819445696768746,76.93068210371783,E
-105.8595406,39.6544497,3798.0,25.521661000586775,209.83553910026154,SW
-106.2031891,39.2538353,3732.0,25.887883332557422,57.006201074092154,NE
-105.7866371,39.8240726,3519.0,27.873680618007437,94.2973866639417,E
-107.114658,38.947507,3686.0,7.109906679516921,196.2323506611562,S
-107.035933,38.978941,3461.0,4.099121689281658,96.0724564072077,E
-107.036595,38.99847,3496.0,30.490349529575532,123.44451568858068,SE
-107.079234,38.898233,3419.0,30.916389917231946,31.7594800848128,NE
-107.6319377,37.803312,3681.0,45.43579528780231,27.17294114691672,NE
-105.908265,39.5616464,3679.0,18.679861776980392,66.66595872329022,NE
-106.5512755,39.0557339,3842.0,21.58310251457216,23.025492008528033,NE
-107.7360972,37.8855137,3623.0,22.197754271755322,76.11763918672645,E
-106.1886095,39.5398822,3710.0,23.51351390147914,128.75368437900988,SE
-106.1856913,39.5398548,3586.0,20.430469441307505,94.6858998395027,E
-107.6921315,37.8819362,3856.0,11.260220003049145,18.983217059226206,N
-107.1285718,38.8192348,3648.0,33.27609738396068,30.0565357699977,NE
-107.6314118,37.8000568,3843.0,23.016845122142296,26.29264857256529,NE
-106.904671,38.865684,2725.0,6.669560938693846,328.78159723565363,NW
-107.9278893,37.8232992,3652.0,15.422214929184426,177.18444331578877,S
-107.0113286,38.9538254,3723.0,33.21265845538357,227.81555668421123,SW
-106.5264955,39.0605325,3818.0,23.5427891263159,46.6929784376289,NE
-106.2052064,39.3781552,3637.0,20.414631488190203,69.93692733391175,E
-106.197761,39.3672327,3614.0,21.52148194836774,139.06336599293303,SE
-106.1776102,39.6072564,3689.0,30.636014611619135,153.43494882292202,SE
-106.178962,39.6014474,3732.0,28.362164349962388,115.91481173561758,SE
-106.820727,37.4654961,3424.0,30.45570029125782,357.5104470780008,N
-107.1477039,39.0041986,3467.0,33.56415430377177,338.8308612256426,N
-107.1474035,39.0011845,3646.0,26.195831902499165,298.5399851879599,NW
-105.8861722,39.673339,3533.0,16.39556827987312,115.76932762433871,SE
-106.2357258,39.3368219,3600.0,20.7897801683721,109.16017312198126,E
-106.73382,40.53713,2813.0,20.494843763002358,352.4673985990526,N
-107.082042,38.970693,3491.0,21.531837207437803,82.49265333305034,E
-107.016104,38.951785,3410.0,33.39266668386939,228.1694935189457,SW
-107.150752,39.095959,3406.0,25.593477749817204,171.2538377374448,S
-107.1821922,39.1077992,3371.0,34.93858149726087,157.38970828153015,SE
-107.079526,38.965877,3417.0,32.72329230774074,189.5067719892657,S
-107.080921,38.943192,3468.0,29.075919615622375,100.20704835438305,E
-107.098513,38.968599,3520.0,39.9708181460575,160.45074288908177,S
-107.082183,38.968033,3438.0,34.69601127425129,220.73738887720998,SW
-106.5711266,39.090565,3756.0,22.14499821145789,59.03624346792648,NE
-107.600025,37.8138771,3832.0,33.02405058325754,256.60750224624894,W
-106.727131,40.8630462,3304.0,12.813480933932562,82.63525375501735,E
-107.1555847,38.9951538,3705.0,27.798361270059065,15.515289475728792,N
-107.6585679,37.9002516,3644.0,20.048137006153304,144.40733587220691,SE
-105.7778278,39.7983347,3453.0,3.488486892322526,90.0,E
-107.786563,37.8606121,3638.0,40.49979984539829,225.57151001776376,SW
-106.787414,38.982845,3745.0,39.03521143434821,175.38762806988768,S
-106.784276,38.945706,3700.0,18.681274900890802,129.5424465148954,SE
-106.812966,38.978649,3858.0,34.97483972651402,208.6203707157735,SW
-106.8191165,38.981376,3861.0,28.209580320302585,309.49452214202165,NW
-105.9116419,40.4849055,3342.0,16.787413832224644,49.114909098237256,NE
-106.808471,38.978516,3940.0,35.43105674362445,181.83186317843916,S
-106.858915,39.1619374,2965.0,31.62329718405342,115.87020809337709,SE
-107.127371,38.889917,3448.0,19.61680231911277,123.55493622107899,SE
-107.015995,38.958437,3675.0,34.19457795986097,229.34323995168938,SW
-107.070408,38.994257,3694.0,29.335107606978216,155.78635305270447,SE
-106.1973798,39.5369624,3535.0,18.467532364828685,283.97293324008734,W
-107.0469586,38.9930783,3859.0,19.53200337031839,275.15008233801984,W
-107.0650727,39.1189126,4178.0,31.31086223010841,57.22182981484783,NE
-107.7335248,37.9143306,3955.0,22.773965807538907,166.51226333876332,S
-106.5349397,39.0595086,3883.0,15.44645929838867,161.7639940564386,S
-107.7505782,37.8616193,3912.0,20.157849003464126,76.47683934958398,E
-106.789401,38.954561,3774.0,33.19798827082971,115.67451492371742,SE
-106.824514,38.964389,3821.0,23.03450975122397,115.55996517182382,SE
-106.793968,38.942542,3553.0,18.36221775231795,219.06847307508025,SW
-106.784795,38.94705,3726.0,25.703595859535287,63.43494882292201,NE
-107.7119817,37.7642358,3786.0,34.5173084319136,133.58119955651094,SE
-107.1673546,39.0092182,3544.0,25.437992088737186,35.91992713597328,NE
-107.1653828,39.0091595,3487.0,26.973691378435312,34.06887707758855,NE
-107.1518276,38.9944284,3664.0,20.221479296284965,17.24145939893998,N
-107.6226783,37.8082847,3518.0,35.54059747516551,63.05694256700856,NE
-107.6874107,37.9173923,3341.0,16.627722955155964,317.8624052261117,NW
-107.6835777,37.8726602,3547.0,29.718578229828143,53.58362148011395,NE
-107.7464646,37.9611675,3655.0,29.176754099846427,314.56263613247927,NW
-106.2606312,39.3686187,3846.0,12.49798024560167,115.15930191603167,SE
-107.0696861,38.9433489,3106.0,31.49709007149146,53.04505177905004,NE
-107.191825,39.0334765,3410.0,16.10772129800492,29.93151184050779,NE
-107.8443928,37.8451124,3594.0,13.947073240142586,345.9637565320735,N
-106.9531229,38.9663068,3717.0,22.507684854101782,244.65382405805332,SW
-107.189529,39.0330192,3405.0,28.847402092843115,1.7357045889283853,N
-106.5862425,39.1240089,3675.0,28.623365753092237,74.18591581611005,E
-107.0627903,38.888774,3585.0,35.25452497238169,63.380015206472535,NE
-107.0922731,38.9499149,3194.0,14.512686265649664,5.376705428050741,N
-107.73217,37.90412,3934.0,14.363202585847459,48.338470543764345,NE
-107.709084,37.8382356,3745.0,21.714119713043758,314.38723427773596,NW
-107.728495,37.6706171,3837.0,46.42082671880568,6.575677341758123,N
-107.1849142,39.0288901,3205.0,30.604866085926147,121.36688641100815,SE
-107.7111747,37.8951446,3479.0,30.956634351813424,300.8157057517292,NW
-107.1192002,39.200121,3746.0,41.40798026126192,24.623564786163612,NE
-106.177739,39.594625,3676.0,33.49410341751827,73.56583679374657,E
-107.7445334,37.9640858,3568.0,20.248920370900684,347.4965781019978,N
-107.7522582,37.9656263,3682.0,27.508898555314143,119.0868108295316,SE
-105.8000771,39.8153326,3678.0,22.261804232723268,96.19883731350568,E
-107.2228049,38.9961389,3518.0,18.87111994747196,37.42911109916571,NE
-105.8938231,39.6929489,3713.0,20.489139891994782,119.28142706105902,SE
